Suburb,Rooms,Type,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Day,Month,Year,Price_ln
Toorak,3,h,S,Kay,4.6,3142.0,3.0,3.0,2.0,564.0,342.0,2000.0,Stonnington,-37.8486,145.0244,Southern Metropolitan,7217.0,15,10,2016,15.648092021712584
Toorak,4,h,PI,RT,4.6,3142.0,4.0,3.0,2.0,732.0,367.0,1980.0,Stonnington,-37.8349,145.01,Southern Metropolitan,7217.0,15,10,2016,15.319587954740548
Toorak,4,h,PI,Sotheby's,4.6,3142.0,4.0,2.0,2.0,237.0,144.22205145826868,1970.0,Stonnington,-37.8507,145.0298,Southern Metropolitan,7217.0,15,10,2016,14.521080258522776
Toorak,1,u,S,Jellis,4.6,3142.0,1.0,1.0,1.0,0.0,57.0,1970.0,Stonnington,-37.8373,145.0116,Southern Metropolitan,7217.0,15,10,2016,13.201174557828619
Toorak,3,t,VB,Kay,4.6,3142.0,3.0,2.0,2.0,117.0,214.0,2000.0,Stonnington,-37.8343,145.0112,Southern Metropolitan,7217.0,15,10,2016,14.253765488895429
Toorak,3,u,S,Jellis,4.6,3142.0,4.0,2.0,2.0,0.0,185.0,2014.0,Stonnington,-37.8512,145.0282,Southern Metropolitan,7217.0,15,10,2016,14.606238066863083
Toorak,2,u,VB,David,4.6,3142.0,3.0,2.0,2.0,0.0,144.22205145826868,1970.0,Stonnington,-37.8414,145.0137,Southern Metropolitan,7217.0,15,10,2016,13.9108207377686
Toorak,2,u,PI,Thomson,4.6,3142.0,2.0,1.0,1.0,0.0,144.22205145826868,1970.0,Stonnington,-37.8474,145.0078,Southern Metropolitan,7217.0,15,10,2016,13.102160670086809
Toorak,3,h,SP,Biggin,4.6,3142.0,3.0,1.0,1.0,266.0,144.22205145826868,1970.0,Stonnington,-37.8493,145.0134,Southern Metropolitan,7217.0,16,4,2016,14.077874822431765
Toorak,3,t,S,Rodney,4.6,3142.0,3.0,2.0,2.0,339.0,144.22205145826868,1970.0,Stonnington,-37.8425,145.0252,Southern Metropolitan,7217.0,17,9,2016,14.53335035111459
Toorak,5,h,S,Matthew,4.6,3142.0,3.0,1.0,0.0,333.0,144.22205145826868,1970.0,Stonnington,-37.8474,145.0063,Southern Metropolitan,7217.0,17,9,2016,14.590237725516642
Toorak,3,u,S,hockingstuart,4.6,3142.0,3.0,1.0,1.0,57.0,107.0,1960.0,Stonnington,-37.8371,145.012,Southern Metropolitan,7217.0,18,3,2017,13.764217263576723
Toorak,2,u,S,Morleys,4.6,3142.0,2.0,1.0,1.0,0.0,144.22205145826868,1970.0,Stonnington,-37.8424,145.0184,Southern Metropolitan,7217.0,18,3,2017,13.182517300224076
Toorak,2,u,S,Luxe,4.6,3142.0,2.0,1.0,1.0,0.0,144.22205145826868,2008.0,Stonnington,-37.8498,145.0173,Southern Metropolitan,7217.0,18,6,2016,13.262125319779487
Toorak,1,u,S,Jellis,4.6,3142.0,1.0,1.0,1.0,0.0,35.0,1967.0,Stonnington,-37.8464,145.0074,Southern Metropolitan,7217.0,18,6,2016,12.810388612383504
Toorak,4,h,S,Jellis,4.6,3142.0,4.0,2.0,2.0,516.0,286.0,1925.0,Stonnington,-37.8398,145.0305,Southern Metropolitan,7217.0,18,6,2016,14.77868487573728
Toorak,3,h,VB,Castran,4.6,3142.0,3.0,2.0,1.0,268.0,139.0,1900.0,Stonnington,-37.8369,145.0072,Southern Metropolitan,7217.0,19,11,2016,14.457364444136669
Toorak,2,t,PI,Kay,4.6,3142.0,2.0,2.0,2.0,101.0,144.22205145826868,1970.0,Stonnington,-37.8367,145.0076,Southern Metropolitan,7217.0,19,11,2016,14.006130917572923
Toorak,4,h,S,Rodney,4.6,3142.0,4.0,2.0,2.0,684.0,331.0,1963.0,Stonnington,-37.8485,145.0169,Southern Metropolitan,7217.0,19,11,2016,15.201804919084164
Toorak,2,u,VB,Hodges,4.6,3142.0,2.0,1.0,1.0,0.0,144.22205145826868,1970.0,Stonnington,-37.8432,145.0206,Southern Metropolitan,7217.0,22,5,2016,13.199324418540456
Toorak,2,u,S,Walsh,4.6,3142.0,2.0,0.0,0.0,0.0,144.22205145826868,1970.0,Stonnington,-37.8458,145.0221,Southern Metropolitan,7217.0,22,8,2016,13.661193197579918
Toorak,3,h,S,Melbourne,4.6,3142.0,4.0,4.0,2.0,565.0,331.0,2005.0,Stonnington,-37.8448,145.0123,Southern Metropolitan,7217.0,23,4,2016,15.250595083253597
Toorak,2,h,S,Marshall,4.6,3142.0,2.0,2.0,2.0,334.0,144.22205145826868,1970.0,Stonnington,-37.8361,145.023,Southern Metropolitan,7217.0,25,2,2017,14.99723775334289
Toorak,2,h,S,Kay,4.6,3142.0,2.0,2.0,0.0,218.0,144.22205145826868,1970.0,Stonnington,-37.847,145.0064,Southern Metropolitan,7217.0,25,2,2017,14.457364444136669
Toorak,2,u,S,Prowse,4.6,3142.0,2.0,1.0,1.0,0.0,83.0,1960.0,Stonnington,-37.8416,145.0313,Southern Metropolitan,7217.0,25,2,2017,13.444446876573442
Toorak,2,t,PI,Abercromby's,4.6,3142.0,2.0,2.0,3.0,457.0,144.22205145826868,1970.0,Stonnington,-37.8464,145.0142,Southern Metropolitan,7217.0,25,2,2017,14.557447902693651
Toorak,1,u,PI,hockingstuart,4.6,3142.0,1.0,1.0,1.0,0.0,7.0,1970.0,Stonnington,-37.8373,145.0116,Southern Metropolitan,7217.0,26,7,2016,13.038981768465277
Toorak,2,u,PI,Williams,4.6,3142.0,2.0,2.0,2.0,2927.0,144.22205145826868,1970.0,Stonnington,-37.8414,145.0137,Southern Metropolitan,7217.0,27,6,2016,14.151982794585487
Toorak,2,u,SP,Morleys,4.6,3142.0,2.0,1.0,2.0,0.0,68.0,1970.0,Stonnington,-37.8424,145.0184,Southern Metropolitan,7217.0,27,6,2016,13.144124869185841
Toorak,2,u,SP,Marshall,4.6,3142.0,2.0,1.0,1.0,0.0,144.22205145826868,1970.0,Stonnington,-37.8428,145.0216,Southern Metropolitan,7217.0,27,6,2016,13.37700559577791
Toorak,3,t,PI,Marshall,4.6,3142.0,3.0,2.0,2.0,0.0,136.0,1980.0,Stonnington,-37.842,145.0046,Southern Metropolitan,7217.0,27,11,2016,13.721199878493033
Toorak,3,h,SP,Castran,4.6,3142.0,3.0,3.0,2.0,575.0,205.0,1930.0,Stonnington,-37.8375,145.0092,Southern Metropolitan,7217.0,28,5,2016,14.626440774180603
Toorak,2,u,S,Jellis,4.6,3142.0,2.0,1.0,1.0,0.0,82.0,1950.0,Stonnington,-37.8424,145.0184,Southern Metropolitan,7217.0,28,5,2016,13.17115354157376
Toorak,3,h,S,Marshall,4.6,3142.0,3.0,2.0,1.0,363.0,215.0,1935.0,Stonnington,-37.8445,145.0182,Southern Metropolitan,7217.0,28,8,2016,15.000300542873436
Toorak,2,u,S,Marshall,4.6,3142.0,2.0,0.0,0.0,0.0,144.22205145826868,1970.0,Stonnington,-37.8458,145.0221,Southern Metropolitan,7217.0,30,7,2016,13.671640187544572
Toorak,3,h,S,Fletchers,4.6,3142.0,3.0,1.0,1.0,405.0,144.22205145826868,1970.0,Stonnington,-37.8475,145.00799999999995,Southern Metropolitan,7217.0,30,7,2016,13.972514306773938
Toorak,2,u,S,RT,4.6,3142.0,2.0,1.0,1.0,0.0,144.22205145826868,1930.0,Stonnington,-37.8427,145.0242,Southern Metropolitan,7217.0,30,7,2016,13.732128949025222
Viewbank,4,h,S,Miles,13.8,3084.0,4.0,2.0,2.0,626.0,144.22205145826868,1970.0,Banyule,-37.735,145.0921,Eastern Metropolitan,2698.0,3,9,2016,13.721199878493033
Viewbank,3,h,S,Miles,13.8,3084.0,4.0,2.0,2.0,656.0,183.0,1990.0,Banyule,-37.7322,145.0995,Eastern Metropolitan,2698.0,3,9,2016,13.77468856344402
Viewbank,2,u,S,Ray,13.8,3084.0,2.0,1.0,1.0,195.0,144.22205145826868,1995.0,Banyule,-37.7405,145.0876,Eastern Metropolitan,2698.0,3,12,2016,13.228523573232719
Viewbank,4,h,S,Miles,13.8,3084.0,4.0,3.0,2.0,669.0,163.0,1960.0,Banyule,-37.7419,145.083,Eastern Metropolitan,2698.0,3,12,2016,13.825460888817442
Viewbank,3,h,SP,Buckingham,13.8,3084.0,3.0,2.0,4.0,704.0,167.0,1970.0,Banyule,-37.7327,145.0913,Eastern Metropolitan,2698.0,3,12,2016,13.687677186454389
Viewbank,4,h,S,Nelson,13.8,3084.0,4.0,2.0,2.0,558.0,144.22205145826868,1970.0,Banyule,-37.7328,145.0916,Eastern Metropolitan,2698.0,4,3,2017,13.732400651241267
Viewbank,4,h,S,Miles,13.8,3084.0,4.0,1.0,2.0,676.0,144.22205145826868,1970.0,Banyule,-37.7389,145.0861,Eastern Metropolitan,2698.0,4,3,2017,13.892471599100402
Viewbank,3,h,S,Barry,13.8,3084.0,3.0,2.0,2.0,577.0,135.0,1970.0,Banyule,-37.7376,145.0895,Eastern Metropolitan,2698.0,4,6,2016,13.554145793829866
Viewbank,4,h,PI,Miles,13.8,3084.0,4.0,1.0,1.0,865.0,172.0,1960.0,Banyule,-37.7297,145.0946,Eastern Metropolitan,2698.0,4,6,2016,13.500799813124575
Viewbank,3,h,S,Nelson,13.8,3084.0,3.0,2.0,2.0,555.0,144.22205145826868,1970.0,Banyule,-37.7324,145.0862,Eastern Metropolitan,2698.0,6,8,2016,13.617059619240436
Viewbank,4,h,S,Miles,13.8,3084.0,4.0,2.0,1.0,659.0,189.0,1970.0,Banyule,-37.7373,145.0847,Eastern Metropolitan,2698.0,7,5,2016,13.913090886303138
Viewbank,4,h,S,Darren,13.8,3084.0,4.0,2.0,1.0,696.0,183.0,1950.0,Banyule,-37.7395,145.0875,Eastern Metropolitan,2698.0,7,11,2016,13.820498099475314
Viewbank,2,u,SP,Miles,13.8,3084.0,2.0,1.0,2.0,197.0,90.0,1980.0,Banyule,-37.7393,145.0806,Eastern Metropolitan,2698.0,10,12,2016,13.226723392728571
Viewbank,2,u,S,Miles,13.8,3084.0,2.0,1.0,1.0,177.0,100.0,1975.0,Banyule,-37.7388,145.08100000000005,Eastern Metropolitan,2698.0,12,11,2016,13.210374254727043
Viewbank,3,h,S,Ray,13.8,3084.0,3.0,1.0,2.0,608.0,138.0,1975.0,Banyule,-37.7396,145.0885,Eastern Metropolitan,2698.0,14,5,2016,13.547631112808673
Viewbank,3,h,S,Miles,13.8,3084.0,3.0,2.0,2.0,834.0,143.0,1975.0,Banyule,-37.7396,145.0884,Eastern Metropolitan,2698.0,14,5,2016,13.732128949025222
Viewbank,5,h,S,Barry,13.8,3084.0,5.0,3.0,2.0,648.0,144.22205145826868,1970.0,Banyule,-37.7346,145.093,Eastern Metropolitan,2698.0,14,5,2016,13.704578997256993
Viewbank,3,h,SP,Miles,13.8,3084.0,5.0,3.0,2.0,586.0,144.22205145826868,1970.0,Banyule,-37.7405,145.0886,Eastern Metropolitan,2698.0,16,4,2016,13.560618308335483
Viewbank,3,u,SP,Barry,13.8,3084.0,3.0,1.0,1.0,416.0,144.22205145826868,1970.0,Banyule,-37.7321,145.0828,Eastern Metropolitan,2698.0,16,7,2016,12.994530005894443
Viewbank,4,h,S,Miles,13.8,3084.0,4.0,2.0,2.0,648.0,144.22205145826868,1970.0,Banyule,-37.7363,145.0851,Eastern Metropolitan,2698.0,17,9,2016,13.857132232655093
Viewbank,5,h,S,Nelson,13.8,3084.0,5.0,3.0,2.0,531.0,233.0,1978.0,Banyule,-37.7378,145.0955,Eastern Metropolitan,2698.0,17,9,2016,13.840203170554645
Viewbank,4,h,VB,Miles,13.8,3084.0,4.0,3.0,2.0,574.0,144.22205145826868,1970.0,Banyule,-37.7319,145.0907,Eastern Metropolitan,2698.0,18,6,2016,13.753635154246187
Viewbank,4,h,S,Miles,13.8,3084.0,4.0,2.0,2.0,700.0,18.0,1980.0,Banyule,-37.7326,145.0881,Eastern Metropolitan,2698.0,18,6,2016,13.704578997256993
Viewbank,3,h,S,Morrison,13.8,3084.0,3.0,2.0,2.0,628.0,177.0,1960.0,Banyule,-37.7314,145.0941,Eastern Metropolitan,2698.0,22,5,2016,13.617059619240436
Viewbank,3,h,SP,Nelson,13.8,3084.0,3.0,1.0,2.0,698.0,137.0,1960.0,Banyule,-37.7343,145.0837,Eastern Metropolitan,2698.0,22,8,2016,13.676248490630767
Viewbank,4,h,S,Barry,13.8,3084.0,4.0,3.0,2.0,599.0,144.22205145826868,1970.0,Banyule,-37.7397,145.0934,Eastern Metropolitan,2698.0,22,8,2016,13.897090544956697
Viewbank,3,h,S,Miles,13.8,3084.0,3.0,2.0,2.0,769.0,144.22205145826868,1970.0,Banyule,-37.7298,145.0947,Eastern Metropolitan,2698.0,25,2,2017,13.726679344257658
Viewbank,4,h,VB,Nelson,13.8,3084.0,4.0,2.0,2.0,660.0,202.0,1977.0,Banyule,-37.7375,145.0917,Eastern Metropolitan,2698.0,26,7,2016,13.864300722133706
Watsonia,3,h,S,Ken,14.9,3087.0,3.0,1.0,0.0,583.0,124.0,1970.0,Banyule,-37.7137,145.0778,Northern Metropolitan,2329.0,3,12,2016,13.399995114002609
Watsonia,3,h,S,Barry,14.9,3087.0,3.0,2.0,2.0,567.0,100.0,1970.0,Banyule,-37.7148,145.0851,Northern Metropolitan,2329.0,3,12,2016,13.272506035834049
Watsonia,3,h,S,Buckingham,14.9,3087.0,3.0,2.0,2.0,739.0,144.22205145826868,1970.0,Banyule,-37.7104,145.0817,Northern Metropolitan,2329.0,4,3,2017,13.815510557964274
Watsonia,3,h,S,Barry,14.9,3087.0,3.0,1.0,2.0,0.0,144.22205145826868,1970.0,Banyule,-37.7114,145.0885,Northern Metropolitan,2329.0,4,3,2017,13.573438996764546
Watsonia,3,h,SP,Barry,14.9,3087.0,3.0,1.0,1.0,605.0,129.0,1970.0,Banyule,-37.7166,145.0837,Northern Metropolitan,2329.0,4,6,2016,13.304684934198283
Watsonia,3,h,S,Buckingham,14.9,3087.0,3.0,2.0,1.0,308.0,129.0,2015.0,Banyule,-37.7078,145.0807,Northern Metropolitan,2329.0,6,8,2016,13.444446876573442
Watsonia,3,h,S,Ken,14.9,3087.0,3.0,1.0,0.0,302.0,90.0,1950.0,Banyule,-37.7163,145.0768,Northern Metropolitan,2329.0,8,10,2016,13.274225726713574
Watsonia,3,h,S,Buckingham,14.9,3087.0,3.0,1.0,1.0,591.0,104.0,1960.0,Banyule,-37.7135,145.0783,Northern Metropolitan,2329.0,10,9,2016,13.514405465180353
Watsonia,3,h,S,Barry,14.9,3087.0,3.0,2.0,2.0,280.0,163.0,2002.0,Banyule,-37.7153,145.0854,Northern Metropolitan,2329.0,12,11,2016,13.41652441595382
Watsonia,3,h,SP,Buckingham,14.9,3087.0,3.0,1.0,1.0,671.0,103.0,1960.0,Banyule,-37.7072,145.0855,Northern Metropolitan,2329.0,12,11,2016,13.515755904278224
Watsonia,4,h,S,Ray,14.9,3087.0,4.0,1.0,2.0,581.0,144.22205145826868,1970.0,Banyule,-37.7094,145.0877,Northern Metropolitan,2329.0,12,11,2016,13.467370516475379
Watsonia,3,h,S,Buckingham,14.9,3087.0,3.0,1.0,1.0,545.0,144.22205145826868,1970.0,Banyule,-37.7088,145.0893,Northern Metropolitan,2329.0,12,11,2016,13.493926933836812
Watsonia,3,h,S,Darren,14.9,3087.0,3.0,2.0,2.0,265.0,260.0,1970.0,Banyule,-37.7101,145.0785,Northern Metropolitan,2329.0,13,8,2016,13.602317337503232
Watsonia,3,h,S,Barry,14.9,3087.0,3.0,1.0,2.0,658.0,144.22205145826868,1970.0,Banyule,-37.7147,145.0752,Northern Metropolitan,2329.0,14,5,2016,13.474427708785377
Watsonia,3,u,S,Barry,14.9,3087.0,3.0,1.0,2.0,327.0,95.0,1960.0,Banyule,-37.7125,145.0768,Northern Metropolitan,2329.0,14,5,2016,13.193753373491
Watsonia,3,h,PI,Buckingham,14.9,3087.0,3.0,2.0,1.0,903.0,131.0,1950.0,Banyule,-37.7085,145.0824,Northern Metropolitan,2329.0,16,4,2016,13.854731271117556
Watsonia,4,h,S,Buckingham,14.9,3087.0,3.0,3.0,2.0,670.0,325.0,2010.0,Banyule,-37.7122,145.0765,Northern Metropolitan,2329.0,16,7,2016,13.973368642579855
Watsonia,2,h,S,Buckingham,14.9,3087.0,2.0,1.0,2.0,605.0,114.0,1960.0,Banyule,-37.7118,145.088,Northern Metropolitan,2329.0,16,7,2016,13.403020834919145
Watsonia,3,h,S,hockingstuart,14.9,3087.0,4.0,2.0,2.0,595.0,144.22205145826868,2000.0,Banyule,-37.7023,145.0775,Northern Metropolitan,2329.0,18,6,2016,13.592367006650065
Watsonia,3,h,S,Barry,14.9,3087.0,3.0,1.0,2.0,798.0,153.0,1960.0,Banyule,-37.7112,145.0869,Northern Metropolitan,2329.0,22,5,2016,13.734300502538732
Watsonia,2,t,S,Stockdale,14.9,3087.0,2.0,1.0,1.0,184.0,144.22205145826868,1970.0,Banyule,-37.7143,145.0781,Northern Metropolitan,2329.0,23,4,2016,13.091904169919621
Watsonia,3,h,S,Barry,14.9,3087.0,3.0,2.0,0.0,767.0,147.0,1960.0,Banyule,-37.7084,145.0788,Northern Metropolitan,2329.0,24,9,2016,13.665268894633732
Watsonia,3,h,S,Buckingham,14.9,3087.0,3.0,1.0,1.0,604.0,97.0,1970.0,Banyule,-37.7115,145.088,Northern Metropolitan,2329.0,24,9,2016,13.461688683007948
Watsonia,3,h,S,Barry,14.9,3087.0,3.0,1.0,1.0,319.0,96.0,2000.0,Banyule,-37.7165,145.0759,Northern Metropolitan,2329.0,24,9,2016,13.349498949988076
Watsonia,3,h,PI,Darren,14.9,3087.0,3.0,1.0,2.0,650.0,144.22205145826868,1970.0,Banyule,-37.711,145.0854,Northern Metropolitan,2329.0,25,2,2017,13.356644673128994
Watsonia,3,h,S,Darren,14.9,3087.0,3.0,1.0,1.0,653.0,144.22205145826868,1970.0,Banyule,-37.7163,145.08700000000005,Northern Metropolitan,2329.0,27,6,2016,13.306350213517344
Watsonia,3,u,S,Darren,14.9,3087.0,3.0,1.0,1.0,0.0,89.0,1980.0,Banyule,-37.7141,145.0754,Northern Metropolitan,2329.0,27,6,2016,13.215853720491667
Watsonia,2,u,S,Miles,14.9,3087.0,2.0,1.0,1.0,0.0,144.22205145826868,1970.0,Banyule,-37.7167,145.0807,Northern Metropolitan,2329.0,27,11,2016,12.744026936684417
Watsonia,2,h,S,Barry,14.9,3087.0,4.0,1.0,2.0,762.0,98.0,1970.0,Banyule,-37.7112,145.0861,Northern Metropolitan,2329.0,28,5,2016,13.460263166016727
Watsonia,3,h,S,Ray,14.9,3087.0,3.0,1.0,1.0,355.0,111.0,1966.0,Banyule,-37.7065,145.0825,Northern Metropolitan,2329.0,28,8,2016,13.37700559577791
Watsonia,3,h,S,Barry,14.9,3087.0,3.0,1.0,2.0,828.0,144.22205145826868,1970.0,Banyule,-37.7161,145.0804,Northern Metropolitan,2329.0,30,7,2016,13.63877337946422
West Melbourne,3,t,S,Jellis,1.9,3003.0,3.0,3.0,2.0,0.0,132.0,1940.0,Melbourne,-37.8048,144.9424,Northern Metropolitan,2230.0,3,9,2016,13.825460888817442
West Melbourne,3,u,S,MICM,1.9,3003.0,3.0,2.0,1.0,0.0,144.22205145826868,1970.0,Melbourne,-37.8117,144.9518,Northern Metropolitan,2230.0,3,12,2016,13.38472764187182
West Melbourne,3,h,S,Alexkarbon,1.9,3003.0,2.0,3.0,2.0,506.0,195.0,2000.0,Melbourne,-37.805,144.9448,Northern Metropolitan,2230.0,4,6,2016,14.04662227892766
West Melbourne,1,u,PI,Nelson,1.9,3003.0,1.0,1.0,1.0,0.0,52.0,2000.0,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230.0,4,6,2016,13.038981768465277
West Melbourne,3,h,S,Alexkarbon,1.9,3003.0,3.0,3.0,2.0,265.0,280.0,1880.0,Melbourne,-37.8073,144.9481,Northern Metropolitan,2230.0,4,6,2016,14.678400513111313
West Melbourne,2,t,VB,Nelson,1.9,3003.0,2.0,2.0,2.0,54.0,89.0,2006.0,Melbourne,-37.8094,144.9479,Northern Metropolitan,2230.0,6,8,2016,13.592367006650065
West Melbourne,1,u,S,Nelson,1.9,3003.0,1.0,1.0,1.0,0.0,207.0,1930.0,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230.0,7,5,2016,13.217673557208654
West Melbourne,3,u,PI,hockingstuart,1.9,3003.0,3.0,2.0,1.0,0.0,100.0,1998.0,Melbourne,-37.8118,144.9526,Northern Metropolitan,2230.0,7,5,2016,13.399995114002609
West Melbourne,2,t,S,Jellis,1.9,3003.0,2.0,1.0,1.0,0.0,154.0,2009.0,Melbourne,-37.8094,144.9452,Northern Metropolitan,2230.0,8,10,2016,13.869051324892304
West Melbourne,3,u,S,Alexkarbon,1.9,3003.0,3.0,1.0,1.0,0.0,153.0,1940.0,Melbourne,-37.8076,144.9474,Northern Metropolitan,2230.0,18,3,2017,13.81049801614073
West Melbourne,3,t,PI,Caine,1.9,3003.0,3.0,2.0,2.0,116.0,144.22205145826868,2002.0,Melbourne,-37.8102,144.9515,Northern Metropolitan,2230.0,18,6,2016,13.937728190688523
West Melbourne,1,u,S,Nelson,1.9,3003.0,1.0,1.0,1.0,547.0,58.0,1900.0,Melbourne,-37.806,144.942,Northern Metropolitan,2230.0,24,9,2016,13.001325049027272
West Melbourne,3,t,S,Jellis,1.9,3003.0,3.0,3.0,1.0,801.0,122.0,2008.0,Melbourne,-37.8067,144.9435,Northern Metropolitan,2230.0,25,2,2017,13.928839243271277
West Melbourne,1,u,SP,Nelson,1.9,3003.0,1.0,1.0,1.0,0.0,62.0,1930.0,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230.0,26,7,2016,13.085699393032737
West Melbourne,2,u,S,Jellis,1.9,3003.0,2.0,1.0,1.0,0.0,83.0,2002.0,Melbourne,-37.8091,144.952,Northern Metropolitan,2230.0,28,5,2016,13.337474757021274
West Melbourne,4,h,S,Brad,1.9,3003.0,4.0,1.0,0.0,440.0,144.22205145826868,1970.0,Melbourne,-37.8056,144.9463,Northern Metropolitan,2230.0,28,5,2016,14.557447902693651
West Melbourne,3,u,S,MICM,1.9,3003.0,2.0,1.0,1.0,0.0,81.0,1996.0,Melbourne,-37.8118,144.9526,Northern Metropolitan,2230.0,30,7,2016,13.306350213517344
Williamstown,4,h,S,hockingstuart,8.0,3016.0,3.0,2.0,1.0,452.0,144.22205145826868,1970.0,Hobsons Bay,-37.855,144.8905,Western Metropolitan,6380.0,3,9,2016,14.09692301740246
Williamstown,4,h,S,Gunn&Co,8.0,3016.0,4.0,2.0,1.0,320.0,160.0,1950.0,Hobsons Bay,-37.8613,144.8988,Western Metropolitan,6380.0,3,9,2016,14.151982794585487
Williamstown,3,h,S,Greg,8.0,3016.0,3.0,1.0,1.0,507.0,186.0,1910.0,Hobsons Bay,-37.8681,144.8994,Western Metropolitan,6380.0,3,9,2016,14.244040939003435
Williamstown,3,u,S,Gunn&Co,8.0,3016.0,3.0,1.0,3.0,0.0,111.0,1980.0,Hobsons Bay,-37.8663,144.8883,Western Metropolitan,6380.0,3,12,2016,13.698976741708323
Williamstown,4,h,PI,hockingstuart,8.0,3016.0,4.0,2.0,4.0,457.0,144.22205145826868,1970.0,Hobsons Bay,-37.8517,144.8923,Western Metropolitan,6380.0,4,3,2017,14.151982794585487
Williamstown,3,h,VB,Raine,8.0,3016.0,3.0,2.0,2.0,332.0,252.0,2006.0,Hobsons Bay,-37.8652,144.9019,Western Metropolitan,6380.0,4,3,2017,14.403297222866392
Williamstown,2,h,S,Sweeney,8.0,3016.0,2.0,1.0,4.0,445.0,148.0,1970.0,Hobsons Bay,-37.8615,144.8827,Western Metropolitan,6380.0,4,3,2017,13.864300722133706
Williamstown,2,h,SP,Greg,8.0,3016.0,2.0,1.0,1.0,278.0,144.22205145826868,1970.0,Hobsons Bay,-37.857,144.8906,Western Metropolitan,6380.0,4,3,2017,13.652991628466498
Williamstown,4,h,SP,Greg,8.0,3016.0,4.0,3.0,0.0,338.0,196.0,1890.0,Hobsons Bay,-37.8633,144.8963,Western Metropolitan,6380.0,4,3,2017,14.883663639147676
Williamstown,3,h,SP,Greg,8.0,3016.0,3.0,3.0,2.0,515.0,286.0,1990.0,Hobsons Bay,-37.8609,144.8947,Western Metropolitan,6380.0,4,3,2017,14.883663639147676
Williamstown,4,h,S,Williams,8.0,3016.0,4.0,2.0,2.0,650.0,144.22205145826868,1970.0,Hobsons Bay,-37.8671,144.8875,Western Metropolitan,6380.0,4,3,2017,14.7862894751225
Williamstown,3,h,S,RT,8.0,3016.0,3.0,2.0,2.0,315.0,174.0,1990.0,Hobsons Bay,-37.8595,144.8868,Western Metropolitan,6380.0,4,6,2016,13.997832114758229
Williamstown,4,h,S,RT,8.0,3016.0,4.0,2.0,2.0,897.0,144.22205145826868,1920.0,Hobsons Bay,-37.8679,144.899,Western Metropolitan,6380.0,4,6,2016,14.956543562516336
Williamstown,3,h,S,Greg,8.0,3016.0,3.0,1.0,2.0,373.0,107.0,1970.0,Hobsons Bay,-37.8661,144.8973,Western Metropolitan,6380.0,7,5,2016,14.19394699368452
Williamstown,1,u,SP,Sweeney,8.0,3016.0,1.0,1.0,1.0,0.0,58.0,1968.0,Hobsons Bay,-37.8588,144.8919,Western Metropolitan,6380.0,7,5,2016,12.644327576461329
Williamstown,3,h,S,Williams,8.0,3016.0,3.0,2.0,2.0,348.0,200.0,1997.0,Hobsons Bay,-37.8578,144.8799,Western Metropolitan,6380.0,7,11,2016,13.997832114758229
Williamstown,3,h,SP,Greg,8.0,3016.0,3.0,2.0,2.0,310.0,179.0,2005.0,Hobsons Bay,-37.8644,144.9039,Western Metropolitan,6380.0,7,11,2016,14.26019637922572
Williamstown,3,h,S,Greg,8.0,3016.0,3.0,2.0,3.0,430.0,215.0,1996.0,Hobsons Bay,-37.8613,144.8939,Western Metropolitan,6380.0,7,11,2016,14.269765830241871
Williamstown,2,t,SP,Greg,8.0,3016.0,2.0,1.0,1.0,84.0,110.0,1980.0,Hobsons Bay,-37.8581,144.9015,Western Metropolitan,6380.0,7,11,2016,13.62918097977278
Williamstown,2,t,SP,Greg,8.0,3016.0,2.0,1.0,0.0,56.0,144.22205145826868,1970.0,Hobsons Bay,-37.8581,144.9011,Western Metropolitan,6380.0,7,11,2016,13.62918097977278
Williamstown,4,h,S,Greg,8.0,3016.0,3.0,1.0,2.0,458.0,144.22205145826868,1970.0,Hobsons Bay,-37.8571,144.8915,Western Metropolitan,6380.0,8,10,2016,13.897090544956697
Williamstown,4,h,PI,Sweeney,8.0,3016.0,4.0,3.0,2.0,321.0,287.0,1970.0,Hobsons Bay,-37.8623,144.8884,Western Metropolitan,6380.0,8,10,2016,14.411596025681089
Williamstown,3,h,S,Jas,8.0,3016.0,3.0,2.0,1.0,364.0,93.0,1970.0,Hobsons Bay,-37.8513,144.8961,Western Metropolitan,6380.0,8,10,2016,14.20077295875492
Williamstown,4,h,S,Greg,8.0,3016.0,3.0,2.0,2.0,782.0,212.0,1900.0,Hobsons Bay,-37.8647,144.8867,Western Metropolitan,6380.0,10,9,2016,14.6175121434363
Williamstown,3,t,S,Greg,8.0,3016.0,3.0,2.0,2.0,506.0,180.0,2010.0,Hobsons Bay,-37.8658,144.8857,Western Metropolitan,6380.0,10,12,2016,14.19394699368452
Williamstown,5,h,SP,Sweeney,8.0,3016.0,5.0,2.0,2.0,195.0,260.0,1970.0,Hobsons Bay,-37.8643,144.8935,Western Metropolitan,6380.0,10,12,2016,14.15910026235435
